DAP,RTP
25.94,30.95
25.94,29.96
25.94,29.66
24.09,27.32
24.09,25.06
24.09,23.04
24.09,23.9
24.09,23.05
24.09,23.91
24.09,25.02
24.09,25.03
24.09,24.1
24.09,23.07
24.09,23.72
24.09,24.08
22.59,23.89
22.59,23.89
22.59,23.89
22.59,23.9
22.59,23.9
22.59,24.1
22.59,24.36
22.59,25.03
22.59,25.02
22.59,25.02
22.59,25.03
22.59,23.06
22.45,21.76
22.45,22.8
22.45,25.02
22.45,27.96
22.45,27.96
22.45,27.96
22.45,25.03
22.45,26.97
22.45,25.03
22.45,25.03
22.45,25.03
22.45,23.92
22.54,22.81
22.54,22.81
22.54,23.93
22.54,26.96
22.54,24.78
22.54,23.09
22.54,26.96
22.54,28.96
22.54,26.96
22.54,27.96
22.54,25.03
22.54,23.08
23.73,23.92
23.73,23.92
23.73,24.12
23.73,24.12
23.73,26.08
23.73,22.82
23.73,25.03
23.73,27.96
23.73,28.96
23.73,25.03
23.73,23.88
23.73,26.96
23.61,21.8
23.61,27.96
23.61,27.96
23.61,29.96
23.61,29.96
23.61,28.96
23.61,26.97
23.61,25.04
23.61,26.96
23.61,27.96
23.61,27.96
23.61,19.51
24.72,25.14
24.72,25.03
24.72,20.23
24.72,20.23
24.72,19.51
24.72,19.51
24.72,19.51
24.72,17.91
24.72,18.21
24.72,20.23
24.72,20.23
24.72,19.5
26.59,17.23
26.59,18.13
26.59,19.5
26.59,23.92
26.59,20.24
26.59,20.24
26.59,20.24
26.59,23.93
26.59,20.24
26.59,20.26
26.59,20.43
26.59,23.96
27.07,24.11
27.07,24.03
27.07,23.99
27.07,23.99
27.07,23.98
27.07,23.98
27.07,23.98
27.07,23.98
27.07,23.99
27.07,23.98
27.07,23.97
27.07,23.98
23.95,24.15
23.95,24.11
23.95,24.06
23.95,24.06
23.95,24.05
23.95,26.12
23.95,28.46
23.95,28.45
23.95,25.35
23.95,23.99
23.95,23.97
23.95,26.92
23.17,27.29
23.17,29.2
23.17,29.2
23.17,36.2
23.17,36.19
23.17,29.2
23.17,28.44
23.17,28.45
23.17,26.12
23.17,24.47
23.17,25.36
23.17,24
22.81,23.98
22.81,23.92
22.81,23.81
22.81,23.66
22.81,24.17
22.81,24.51
22.81,24.5
22.81,25.38
22.81,24.03
22.81,24.02
22.81,24.07
22.81,23.98
21.66,23.98
21.66,23.99
21.66,23.99
21.66,24.01
21.66,24.03
21.66,24.02
21.66,22.48
21.66,22.47
21.66,24
21.66,23.97
21.66,19
21.66,17.6
22.3,17.72
22.3,17.58
22.3,18.28
22.3,24.01
22.3,22.49
22.3,24.01
22.3,24.01
22.3,24.06
22.3,30.45
22.3,25.46
22.3,29.48
22.3,30.86
23.51,30.85
23.51,39.72
23.51,55.36
23.51,36.19
23.51,43.08
23.51,30.85
23.51,25.41
23.51,25.43
23.51,30.14
23.51,30.14
23.51,26.91
23.51,24
30.65,24.46
30.65,25.35
30.65,42.82
30.65,24.1
30.65,25.35
30.65,25.35
30.65,24.06
30.65,50.06
30.65,35.24
30.65,43.46
30.65,36.42
30.65,35.03
38.66,40.6
38.66,54.81
38.66,34.64
38.66,36.44
38.66,36.44
38.66,40.8
38.66,44.82
38.66,37.28
38.66,36.4
38.66,36.43
38.66,36.4
38.66,25.97
36.71,26.9
36.71,24.13
36.71,35.1
36.71,35.23
36.71,35.17
36.71,80.41
36.71,36.74
36.71,35.07
36.71,148.53
36.71,41.04
36.71,24
36.71,23.87
31.9,24.01
31.9,24.02
31.9,41.91
31.9,41.92
31.9,24.86
31.9,42.17
31.9,48.34
31.9,49.66
31.9,24.88
31.9,24.02
31.9,24.81
31.9,24.06
28.39,24.95
28.39,25.64
28.39,24.04
28.39,23.99
28.39,23.97
28.39,24.04
28.39,24.19
28.39,24.15
28.39,22.78
28.39,22.08
28.39,21.44
28.39,24.15
25.62,22.98
25.62,23.05
25.62,22.8
25.62,22.8
25.62,21.67
25.62,22.11
25.62,22.15
25.62,23.47
25.62,24.2
25.62,24.13
25.62,24.13
25.62,23.41
21.9,18.81
21.9,22.12
21.9,18.81
21.9,22.14
21.9,23.49
21.9,18.28
21.9,17.97
21.9,16.37
21.9,16.4
21.9,16.42
21.9,6.64
21.9,26.45
21.39,26.48
21.39,18.91
21.39,19.12
21.39,20.02
21.39,17.05
21.39,18.21
21.39,18.99
21.39,17.48
21.39,17.55
21.39,16.41
21.39,16.25
21.39,16.43
24.47,17.05
24.47,29.39
24.47,17.99
24.47,24.02
24.47,23.96
24.47,23.88
24.47,24.33
24.47,23.88
24.47,23.89
24.47,17
24.47,17.29
24.47,24.12
23.62,23.97
23.62,23.87
23.62,23.87
23.62,23.87
23.62,19.59
23.62,25.26
23.62,24.07
23.62,23.87
23.62,23.87
23.62,23.87
23.62,23.86
23.62,24.07
22.05,25.04
22.05,25.04
22.05,24.08
22.05,24.07
22.05,24.08
22.05,24.08
22.05,23.87
22.05,24.08
22.05,24.08
22.05,24.08
22.05,24.08
22.05,24.34
22.06,24.45
22.06,24.05
22.06,26.46
22.06,26.48
22.06,24.93
22.06,25.45
22.06,25.45
22.06,25.5
22.06,25.45
22.06,24.94
22.06,24.94
22.06,21.99
22.3,23.91
22.3,23.97
22.3,24.97
22.3,23.97
22.3,25.97
22.3,24.97
22.3,23.92
22.3,25.84
22.3,26.19
22.3,26.97
22.3,27.18
22.3,24.98
23.49,25.6
23.49,26.23
23.49,23.91
23.49,24.98
23.49,26.98
23.49,24.98
23.49,24.99
23.49,27
23.49,23.93
23.49,27.71
23.49,45.16
23.49,26.83
26.75,23.93
26.75,24.99
26.75,23.01
26.75,20.45
26.75,23.03
26.75,26.66
26.75,26.66
26.75,29.59
26.75,26.71
26.75,23.03
26.75,22.01
26.75,22.03
30.6,28.68
30.6,53.83
30.6,53.83
30.6,25.03
30.6,25.03
30.6,26.04
30.6,28.35
30.6,27.07
30.6,28.46
30.6,52.56
30.6,65.21
30.6,37.03
31.18,28.4
31.18,36.84
31.18,46.39
31.18,28.3
31.18,28.35
31.18,28.37
31.18,33.81
31.18,23
31.18,27.05
31.18,29.07
31.18,31.54
31.18,33.83
29.68,46.51
29.68,41.2
29.68,38.14
29.68,33.8
29.68,41.12
29.68,38.14
29.68,36.23
29.68,35.59
29.68,37.1
29.68,48.86
29.68,24.83
29.68,23.95
27.82,22.96
27.82,22.98
27.82,23.41
27.82,23.39
27.82,22.89
27.82,22.89
27.82,22.89
27.82,23.1
27.82,22.89
27.82,23.1
27.82,23.13
27.82,23.39
27.55,23.39
27.55,23.39
27.55,22.47
27.55,22.06
27.55,22.06
27.55,22.73
27.55,22.92
27.55,22.87
27.55,22.54
27.55,21.98
27.55,21.98
27.55,23.12
26.32,24.81
26.32,24.1
26.32,23.69
26.32,22.85
26.32,22.85
26.32,22.81
26.32,22.83
26.32,22.85
26.32,23.39
26.32,23.69
26.32,23.66
26.32,23.39
26.33,22.83
26.33,22.81
26.33,23.69
26.33,23.7
26.33,22.83
26.33,23.13
26.33,24.1
26.33,23.67
26.33,23.11
26.33,24.05
26.33,23.66
26.33,23.72
26.92,24.21
26.92,24.11
26.92,24.18
26.92,24.07
26.92,24.09
26.92,24.09
26.92,23.66
26.92,23.98
26.92,23.76
26.92,24.11
26.92,24.12
26.92,24.58
28.42,25.06
28.42,24.08
28.42,24.04
28.42,24.09
28.42,25.25
28.42,27.64
28.42,30.99
28.42,28.36
28.42,24.58
28.42,24
28.42,23.98
28.42,24.07
33.46,24.18
33.46,24.16
33.46,24.04
33.46,24.02
33.46,24.09
33.46,24.09
33.46,24.04
33.46,26.03
33.46,25.7
33.46,165.22
33.46,47.96
33.46,25.06
36.54,25.23
36.54,26.76
36.54,26.91
36.54,43.51
36.54,27.04
36.54,26.91
36.54,26.82
36.54,25.87
36.54,26.93
36.54,26.8
36.54,25.25
36.54,24.91
34.19,26.03
34.19,25.94
34.19,25.94
34.19,26.84
34.19,34.69
34.19,25.94
34.19,25.06
34.19,24.28
34.19,24.12
34.19,23.43
34.19,23.66
34.19,24.02
31.64,24.12
31.64,23.37
31.64,23
31.64,22.56
31.64,22.54
31.64,22.94
31.64,23.39
31.64,24.09
31.64,23.71
31.64,23.69
31.64,24.08
31.64,24.12
29.16,24.19
29.16,24.14
29.16,24.04
29.16,23.96
29.16,24.04
29.16,24.02
29.16,23.41
29.16,23.12
29.16,22.56
29.16,22.04
29.16,21.98
29.16,22.06
25.71,22.56
25.71,22.04
25.71,22.7
25.71,22.7
25.71,22.06
25.71,22.04
25.71,22.04
25.71,22
25.71,22
25.71,22.56
25.71,23.12
25.71,22.04
21.94,18.78
21.94,21.24
21.94,21.36
21.94,21.15
21.94,18.79
21.94,21.14
21.94,22.02
21.94,21.38
21.94,21.29
21.94,21.29
21.94,18.81
21.94,22.02
22.14,22.01
22.14,21.38
22.14,21.38
22.14,20.99
22.14,20.95
22.14,21.36
22.14,18.8
22.14,18.67
22.14,18.74
22.14,21.1
22.14,20.39
22.14,26.16
24.09,23.97
24.09,26.14
24.09,25.74
24.09,25.52
24.09,25
24.09,24.52
24.09,23.97
24.09,23.35
24.09,23.34
24.09,21.14
24.09,21.14
24.09,24.84
23.26,24.72
23.26,24.77
23.26,24.54
23.26,24.54
23.26,23.97
23.26,23.97
23.26,23.97
23.26,23.43
23.26,23.37
23.26,23.33
23.26,23.35
23.26,23.44
21.77,23.44
21.77,23.39
21.77,23.39
21.77,23.46
21.77,23.41
21.77,23.46
21.77,23.3
21.77,23.33
21.77,22.83
21.77,22.66
21.77,23.25
21.77,23.4
21.57,23.37
21.57,23.35
21.57,23.37
21.57,23.37
21.57,23.37
21.57,22.54
21.57,22.54
21.57,23.4
21.57,22.54
21.57,18.77
21.57,19.59
21.57,16.51
21.95,17.76
21.95,17.78
21.95,18.23
21.95,22.39
21.95,22.39
21.95,18.78
21.95,18.21
21.95,18.78
21.95,18.78
21.95,18.21
21.95,17.99
21.95,16.5
24.67,22.53
24.67,19.04
24.67,17.78
24.67,17.81
24.67,18.8
24.67,17.88
24.67,17.89
24.67,22.55
24.67,22.55
24.67,18.78
24.67,17.55
24.67,18.8
29.46,26.12
29.46,25
29.46,24.86
29.46,26.03
29.46,26.01
29.46,26.16
29.46,26.16
29.46,27.03
29.46,27.41
29.46,27.47
29.46,27.49
29.46,18.21
30.41,11.21
30.41,17.77
30.41,18.23
30.41,23.91
30.41,26.14
30.41,21.61
30.41,23.98
30.41,24.09
30.41,22.35
30.41,23.94
30.41,24
30.41,24.11
31.32,29.02
31.32,32.53
31.32,27.47
31.32,26.21
31.32,26.18
31.32,28.53
31.32,29.53
31.32,28.53
31.32,29.53
31.32,29.51
31.32,38.05
31.32,31.99
30.92,36.63
30.92,36.6
30.92,29.02
30.92,27.47
30.92,28.29
30.92,29.07
30.92,29.07
30.92,29.02
30.92,29.07
30.92,30.81
30.92,30.78
30.92,41.39
32.49,39.14
32.49,37.48
32.49,41.69
32.49,45.14
32.49,41.09
32.49,41.09
32.49,41.27
32.49,41.58
32.49,41.58
32.49,41.8
32.49,42.26
32.49,42.06
33.55,41.54
33.55,42.54
33.55,42.1
33.55,41.44
33.55,41.46
33.55,42.1
33.55,44.43
33.55,42.34
33.55,41.34
33.55,41.5
33.55,41.11
33.55,42.06
32.41,57.89
32.41,65.9
32.41,48.03
32.41,58.13
32.41,47.13
32.41,45.65
32.41,50.46
32.41,47.74
32.41,43.14
32.41,45.49
32.41,41.35
32.41,46.42
32.35,47.03
32.35,47.07
32.35,46.45
32.35,46.34
32.35,45.85
32.35,41.47
32.35,41.57
32.35,41.63
32.35,41.83
32.35,41.61
32.35,41.68
32.35,43.42
32.17,42.4
32.17,42.41
32.17,43.47
32.17,41.64
32.17,42.4
32.17,41.52
32.17,42.07
32.17,42.07
32.17,42.15
32.17,42.4
32.17,43.48
32.17,42.98
33.42,42.91
33.42,43.02
33.42,43.06
33.42,42.99
33.42,43.06
33.42,43.19
33.42,42.99
33.42,43.06
33.42,43.36
33.42,45.48
33.42,47.01
33.42,47.61
39.34,42.98
39.34,46.8
39.34,42.17
39.34,44.19
39.34,42.16
39.34,44.09
39.34,49.41
39.34,47.17
39.34,49.3
39.34,47.77
39.34,48.87
39.34,40.13
47,37.18
47,39.34
47,45.9
47,49.43
47,48.39
47,47.91
47,47.95
47,47.92
47,47.97
47,47.97
47,47.97
47,49.61
46.02,49.75
46.02,49.75
46.02,49.74
46.02,49.48
46.02,49.56
46.02,49.65
46.02,49.52
46.02,51.05
46.02,49.52
46.02,49.52
46.02,49.34
46.02,49.48
41.43,49.52
41.43,47.97
41.43,49.52
41.43,49.61
41.43,47.97
41.43,49.43
41.43,47.97
41.43,47.97
41.43,47.23
41.43,45.13
41.43,45.08
41.43,49.7
36.99,50.61
36.99,49.75
36.99,49.61
36.99,49.78
36.99,47.84
36.99,49.25
36.99,48.72
36.99,48.03
36.99,43.27
36.99,42.47
36.99,42.19
36.99,40.14
32.08,46.49
32.08,49.74
32.08,41.95
32.08,41.95
32.08,42.08
32.08,47.88
32.08,64.89
32.08,72.72
32.08,49.74
32.08,73.82
32.08,42.03
32.08,50.87
29.72,57.86
29.72,64.14
29.72,50.87
29.72,53.96
29.72,51.96
29.72,51.95
29.72,51.96
29.72,53.61
29.72,49.17
29.72,31.85
29.72,30.19
29.72,50.47
29.44,67.76
29.44,55.5
29.44,66.64
29.44,50.49
29.44,69.13
29.44,69.13
29.44,70.11
29.44,70.05
29.44,50.49
29.44,70.02
29.44,68.18
29.44,117.38
40.49,68.82
40.49,74.49
40.49,68.47
40.49,60.69
40.49,54.32
40.49,62.97
40.49,60.68
40.49,60.67
40.49,53.9
40.49,54.35
40.49,68.77
40.49,70.06
37.04,70.06
37.04,69.15
37.04,69.19
37.04,69.19
37.04,71.66
37.04,71.61
37.04,65.06
37.04,54.41
37.04,65.07
37.04,54.47
37.04,53.56
37.04,54.52
35.97,62.98
35.97,60.67
35.97,52.72
35.97,54.42
35.97,49.97
35.97,54.47
35.97,41.34
35.97,41.39
35.97,50.13
35.97,54.46
35.97,54.46
35.97,54.4
35.79,65.63
35.79,62.99
35.79,54.32
35.79,54.46
35.79,54.46
35.79,54.47
35.79,54.33
35.79,65.33
35.79,62.98
35.79,50.1
35.79,53.85
35.79,53.49
38.28,50.07
38.28,52.87
38.28,54.92
38.28,50.65
38.28,50.69
38.28,47.19
38.28,47.25
38.28,47.26
38.28,47.25
38.28,51.17
38.28,55.81
38.28,54.46
43.66,54.45
43.66,63
43.66,47.74
43.66,56.46
43.66,63.33
43.66,49.71
43.66,61.43
43.66,57.28
43.66,61.59
43.66,49.57
43.66,55.98
43.66,49.09
53.44,49.35
53.44,49.56
53.44,49.52
53.44,49.56
53.44,49.65
53.44,49.75
53.44,63.37
53.44,63.98
53.44,49.61
53.44,58.2
53.44,52.2
53.44,52.69
55.76,71.5
55.76,75.87
55.76,77.33
55.76,77.22
55.76,77.29
55.76,77.33
55.76,77.22
55.76,77.39
55.76,77.39
55.76,79.62
55.76,97.5
55.76,77.22
52.39,69.64
52.39,71.82
52.39,66.82
52.39,69.77
52.39,69.07
52.39,69
52.39,62
52.39,61.91
52.39,63.24
52.39,66.52
52.39,63.26
52.39,71.91
48.84,75.93
48.84,76.11
48.84,64.77
48.84,67.93
48.84,70.47
48.84,70.04
48.84,55.11
48.84,52.72
48.84,52.61
48.84,52.45
48.84,52.62
48.84,63.17
49.49,52.11
49.49,52.1
49.49,52.19
49.49,52.13
49.49,43.89
49.49,49.78
49.49,52.47
49.49,52.47
49.49,47.34
49.49,43.2
49.49,43.13
49.49,46.73
49.15,42.88
49.15,44.69
49.15,42.89
49.15,43.55
49.15,42.85
49.15,40.08
49.15,40.12
49.15,40.07
49.15,41.62
49.15,38.61
49.15,42.43
49.15,41.71
47.94,48.33
47.94,44.94
47.94,53.84
47.94,48.38
47.94,38.56
47.94,41.71
47.94,47.34
47.94,40.14
47.94,45.31
47.94,41.42
47.94,38.19
47.94,44.45
47.45,42.51
47.45,42.98
47.45,38.64
47.45,37.71
47.45,33.97
47.45,33.93
47.45,33.93
47.45,35.83
47.45,39.09
47.45,38.16
47.45,36.69
47.45,52.23
47.76,49.83
47.76,40.67
47.76,40.61
47.76,40.61
47.76,38.65
47.76,40.59
47.76,42.55
47.76,42.55
47.76,37.75
47.76,45.63
47.76,44.81
47.76,39.11
48.17,51.95
48.17,42.56
48.17,42.72
48.17,44.39
48.17,44.4
48.17,63.24
48.17,70.43
48.17,64.34
48.17,75.04
48.17,55.86
48.17,74.19
48.17,38.65
60.98,33.23
60.98,37.48
60.98,37.96
60.98,37.96
60.98,38.21
60.98,38.24
60.98,38.28
60.98,39.64
60.98,42.97
60.98,53.9
60.98,70.23
60.98,53.51
73.55,54.5
73.55,53.61
73.55,61.91
73.55,82.69
73.55,70.23
73.55,61.87
73.55,62.02
73.55,60.21
73.55,52.23
73.55,52.23
73.55,53.51
73.55,84.57
66.06,529.72
66.06,137.88
66.06,96.46
66.06,65.58
66.06,65.58
66.06,98.94
66.06,191.84
66.06,101.14
66.06,75.85
66.06,73.46
66.06,71.4
66.06,71.91
61.15,70.42
61.15,59.39
61.15,65.32
61.15,67.73
61.15,67.67
61.15,67.32
61.15,78.05
61.15,96.31
61.15,68.43
61.15,66.27
61.15,61.58
61.15,66.99
58.34,68.04
58.34,65.03
58.34,69.13
58.34,61.77
58.34,69.37
58.34,67.01
58.34,87.4
58.34,38.71
58.34,38.32
58.34,34.75
58.34,32.63
58.34,34.36
49.31,52.19
49.31,38.05
49.31,43.2
49.31,39.02
49.31,38.24
49.31,38.24
49.31,38.71
49.31,37.31
49.31,37.18
49.31,37.3
49.31,34.78
49.31,54.86
42.87,52.12
42.87,43.28
42.87,43.42
42.87,43.42
42.87,40.7
42.87,43.37
42.87,47.61
42.87,43.34
42.87,46.38
42.87,52.13
42.87,43.18
42.87,52.16
39.24,40.7
39.24,39.23
39.24,39.4
39.24,51.99
39.24,40.65
39.24,52.02
39.24,51.98
39.24,51.72
39.24,51.98
39.24,51.7
39.24,40.67
39.24,32.48
43.36,26.16
43.36,30.71
43.36,37.92
43.36,50.8
43.36,41.03
43.36,40.84
43.36,26.01
43.36,33.62
43.36,48.63
43.36,39.49
43.36,40.56
43.36,39.49
41.6,39.48
41.6,37.6
41.6,20.35
41.6,33.94
41.6,33.88
41.6,34.01
41.6,33.94
41.6,33.99
41.6,33.23
41.6,33.77
41.6,33.75
41.6,34.48
39.45,35.35
39.45,33.75
39.45,35.29
39.45,32.32
39.45,33.82
39.45,33.77
39.45,33.71
39.45,33.75
39.45,32.32
39.45,32.32
39.45,30.31
39.45,32.3
40.3,33.93
40.3,33.97
40.3,34.19
40.3,34.19
40.3,34.2
40.3,34.59
40.3,38.04
40.3,34.2
40.3,34
40.3,33.25
40.3,34
40.3,34.1
42.59,34.15
42.59,20.07
42.59,30.59
42.59,33.07
42.59,33.79
42.59,33.72
42.59,37.6
42.59,33.83
42.59,30.79
42.59,33.32
42.59,33.3
42.59,33.67
44.41,21.24
44.41,33.7
44.41,48.67
44.41,48.67
44.41,48.68
44.41,48.68
44.41,52.92
44.41,48.67
44.41,60.13
44.41,70.28
44.41,64.15
44.41,24.02
53.49,26.02
53.49,32.44
53.49,29.72
53.49,32.41
53.49,33.37
53.49,33.02
53.49,33.48
53.49,44.9
53.49,42.28
53.49,44.9
53.49,45.53
53.49,42.53
56.72,44.94
56.72,50.87
56.72,50.87
56.72,50.87
56.72,50.87
56.72,53.22
56.72,64.68
56.72,64.5
56.72,64.53
56.72,64.47
56.72,72.31
56.72,64.41
53.67,51.83
53.67,53.07
53.67,53.07
53.67,50.82
53.67,50.82
53.67,51.83
53.67,41.07
53.67,39.13
53.67,39.18
53.67,42.28
53.67,45.44
53.67,50.87
53.14,50.86
53.14,50.82
53.14,50.02
53.14,33.89
53.14,42.58
53.14,50.31
53.14,53.22
53.14,53.18
53.14,49.17
53.14,42.6
53.14,42.55
53.14,42.28
50.64,42.17
50.64,41.79
50.64,42.13
50.64,47.65
50.64,47.83
50.64,41.59
50.64,38.06
50.64,38.18
50.64,39.94
50.64,42
50.64,41.59
50.64,40.34
47.84,39.16
47.84,39.16
47.84,40.97
47.84,39.8
47.84,39.76
47.84,39.57
47.84,39.53
47.84,39.53
47.84,39.8
47.84,39.8
47.84,40.71
47.84,38.59
45.5,37.96
45.5,36.81
45.5,36.81
45.5,38.43
45.5,37.92
45.5,36.78
45.5,37.89
45.5,37.88
45.5,36.78
45.5,36.81
45.5,37.69
45.5,37.97
41.26,37.89
41.26,37.83
41.26,40.15
41.26,39.2
41.26,39.12
41.26,39.12
41.26,39.12
41.26,39.27
41.26,39.19
41.26,40.2
41.26,40.24
41.26,38.88
40.16,36.78
40.16,36.78
40.16,37.89
40.16,38.02
40.16,37.86
40.16,38.17
40.16,38.98
40.16,39.19
40.16,39.15
40.16,40.14
40.16,40.68
40.16,36.81
40.09,35.72
40.09,35.8
40.09,36.78
40.09,35.72
40.09,35.61
40.09,35.65
40.09,36.81
40.09,35.88
40.09,35.8
40.09,36.78
40.09,36.81
40.09,33.37
54.16,34.12
54.16,30.11
54.16,30.66
54.16,30.72
54.16,33.25
54.16,34.28
54.16,35.5
54.16,35.5
54.16,35.19
54.16,47.48
54.16,39.2
54.16,39.23
59.38,56.32
59.38,51.56
59.38,35.16
59.38,35.54
59.38,35.75
59.38,35.74
59.38,35.56
59.38,35.75
59.38,35.71
59.38,34.16
59.38,35.16
59.38,36.06
56.74,57.63
56.74,36.03
56.74,44.6
56.74,34.19
56.74,34.21
56.74,36.06
56.74,57.1
56.74,36.06
56.74,36.06
56.74,36.06
56.74,36.06
56.74,44.6
49.87,35.16
49.87,35.16
49.87,36.14
49.87,36.06
49.87,34.15
49.87,36.09
49.87,36.14
49.87,35.16
49.87,35.16
49.87,34.18
49.87,34.09
49.87,34.22
45.68,52.82
45.68,36.94
45.68,32.76
45.68,31.33
45.68,32.76
45.68,32.7
45.68,32.67
45.68,31.31
45.68,31.33
45.68,30.45
45.68,30.42
45.68,32.61
38.05,32.64
38.05,31.33
38.05,31.33
38.05,29.04
38.05,28.24
38.05,28.5
38.05,28.52
38.05,26.37
38.05,26.44
38.05,26.9
38.05,24.44
38.05,25.32
33.07,29.24
33.07,28.25
33.07,28.25
33.07,29.21
33.07,28.25
33.07,27.56
33.07,29.43
33.07,27.58
33.07,27.58
33.07,24.44
33.07,24.31
33.07,24.31
32.3,24.31
32.3,24.29
32.3,24.34
32.3,24.17
32.3,23.51
32.3,21.58
32.3,19.62
32.3,19.56
32.3,21.56
32.3,24.15
32.3,24.29
32.3,19.32
29.11,20.1
29.11,22.94
29.11,20.11
29.11,20.24
29.11,20.19
29.11,23.53
29.11,26.98
29.11,20.18
29.11,22.94
29.11,20.26
29.11,19.68
29.11,27.85
27.92,27.29
27.92,27.29
27.92,27.26
27.92,27.26
27.92,24.95
27.92,24.95
27.92,24.95
27.92,24.08
27.92,24.9
27.92,24.08
27.92,23.22
27.92,23.22
27.46,23.48
27.46,23.76
27.46,23.76
27.46,23.73
27.46,22.87
27.46,19.53
27.46,22.89
27.46,22.9
27.46,22.87
27.46,19.53
27.46,19.25
27.46,23.08
27.36,23.04
27.36,22.98
27.36,23.05
27.36,19.69
27.36,23.04
27.36,19.31
27.36,19.31
27.36,19.06
27.36,19.07
27.36,19.05
27.36,22.89
27.36,19.68
27.76,23.2
27.76,23.49
27.76,19.26
27.76,25.86
27.76,24.33
27.76,25.44
27.76,25.82
27.76,24.93
27.76,24.93
27.76,25.83
27.76,27.23
27.76,16.42
30.07,18.84
30.07,19.26
30.07,19.26
30.07,19.28
30.07,19.28
30.07,19.3
30.07,21.41
30.07,23.27
30.07,23.8
30.07,23.8
30.07,22.94
30.07,22.94
38.09,23.23
38.09,23.23
38.09,23.13
38.09,23.41
38.09,24.03
38.09,23.99
38.09,23.99
38.09,24.99
38.09,27.28
38.09,27.84
38.09,27.84
38.09,29.43
40.25,32.56
40.25,29.81
40.25,29.83
40.25,32.5
40.25,32.56
40.25,345.01
40.25,405.38
40.25,383.46
40.25,62.15
40.25,45.69
40.25,51.79
40.25,38.29
36.69,32.33
36.69,32.44
36.69,32.47
36.69,32.31
36.69,32.44
36.69,31.9
36.69,32
36.69,31.8
36.69,29.86
36.69,28.41
36.69,28.41
36.69,27.84
34.36,27.84
34.36,27.85
34.36,27.26
34.36,27.26
34.36,27.28
34.36,28.94
34.36,28.99
34.36,32.54
34.36,28.43
34.36,23.38
34.36,27.26
34.36,34.04
30.85,27.2
30.85,27.2
30.85,27.18
30.85,25.85
30.85,25.69
30.85,27.18
30.85,37.16
30.85,33.9
30.85,33.9
30.85,28.25
30.85,35.12
30.85,27.2
29.96,27.42
29.96,28.86
29.96,27.2
29.96,25.25
29.96,25.18
29.96,27.25
29.96,33.67
29.96,29.83
29.96,25.23
29.96,25.35
29.96,22.88
29.96,25.06
28.21,27.22
28.21,23.01
28.21,22.78
28.21,22.84
28.21,23.23
28.21,22.83
28.21,22.79
28.21,22.21
28.21,22.83
28.21,28.8
28.21,27.17
28.21,22.89
27.69,22.03
27.69,22.01
27.69,22.85
27.69,23
27.69,23.02
27.69,24.96
27.69,25.52
27.69,24.98
27.69,24.96
27.69,22.64
27.69,22.71
27.69,24.62
27.8,25.02
27.8,25.07
27.8,27.2
27.8,27.2
27.8,27.22
27.8,27.19
27.8,27.17
27.8,27.19
27.8,27.17
27.8,27.12
27.8,25.49
27.8,25.11
30.21,25.09
30.21,25.11
30.21,25.09
30.21,25.11
30.21,25.11
30.21,27.12
30.21,27.22
30.21,27.25
30.21,27.17
30.21,27.05
30.21,27.1
30.21,23.52
33.75,24.15
33.75,25.87
33.75,27.17
33.75,36.31
33.75,55.29
33.75,28.01
33.75,28.02
33.75,28.26
33.75,27.66
33.75,27.61
33.75,29.85
33.75,27.12
43.32,28.49
43.32,27.22
43.32,27.12
43.32,27.19
43.32,27.22
43.32,27.24
43.32,27.17
43.32,27.27
43.32,28.95
43.32,66.36
43.32,43.98
43.32,28.41
38.97,27.15
38.97,27.07
38.97,27.71
38.97,27.19
38.97,27.19
38.97,26.23
38.97,27.14
38.97,25.11
38.97,23.76
38.97,23.3
38.97,23.23
38.97,27.25
35.67,63.52
35.67,52.51
35.67,25.11
35.67,23.77
35.67,23.48
35.67,23.1
35.67,22.24
35.67,22.26
35.67,23.1
35.67,24.13
35.67,23.18
35.67,23.39
34.25,27.25
34.25,25.13
34.25,23.43
34.25,24.11
34.25,23.2
34.25,23.13
34.25,23.15
34.25,23.2
34.25,23.15
34.25,23.35
34.25,23.18
34.25,25.01
30.61,23.29
30.61,23.98
30.61,24.14
30.61,23.36
30.61,22.39
30.61,22.28
30.61,22.44
30.61,22.3
30.61,22.28
30.61,24.13
30.61,23.4
30.61,27.74
26.96,21.32
26.96,24.4
26.96,21.5
26.96,20.98
26.96,20.47
26.96,20.85
26.96,21.51
26.96,20.98
26.96,22.29
26.96,23.51
26.96,21.59
26.96,20.1
25.66,19.28
25.66,19.3
25.66,19.93
25.66,19.93
25.66,20.27
25.66,20.45
25.66,19.89
25.66,19.87
25.66,24.91
25.66,27.62
25.66,26.97
25.66,20.63
27.49,20.41
27.49,22.75
27.49,22.84
27.49,21.93
27.49,21.93
27.49,23.2
27.49,23.29
27.49,22.77
27.49,23.16
27.49,23.27
27.49,23.15
27.49,23.34
25.29,23.62
25.29,22.92
25.29,21.94
25.29,21.92
25.29,21.94
25.29,21.92
25.29,21.92
25.29,21.89
25.29,21.51
25.29,20.54
25.29,20.6
25.29,23.67
24.75,20.75
24.75,21.06
24.75,21.06
24.75,21.04
24.75,21.06
24.75,21.06
24.75,21.06
24.75,20.51
24.75,21.02
24.75,20.51
24.75,23.37
24.75,23.54
24.44,21.89
24.44,21.61
