DAP,RTP
24.41,32.52
24.41,42
24.41,40.63
24.41,25.74
24.41,281.88
24.41,23.4
24.41,19.36
24.41,20.25
24.41,36.47
24.41,91.36
24.41,42.13
23.22,31.65
23.22,33.41
23.22,43.3
23.22,41.07
23.22,31.69
23.22,49.05
23.22,38.02
23.22,49.05
23.22,37.75
23.22,33.42
23.22,37.75
23.22,42.34
24.34,25.22
24.34,30.34
24.34,30.32
24.34,30.04
24.34,29.98
24.34,29.76
24.34,29.98
24.34,29.57
24.34,29.66
24.34,31.95
24.34,29.61
24.34,145.3
22.69,40.52
22.69,38.27
22.69,35.41
22.69,29.51
22.69,30.88
22.69,30.16
22.69,35.52
22.69,35.56
22.69,30.13
22.69,30.13
22.69,30.13
22.69,29.7
21.8,29.92
21.8,29.67
21.8,29.92
21.8,35.57
21.8,35.61
21.8,29.97
21.8,29.95
21.8,29.92
21.8,29.92
21.8,29.92
21.8,29.67
21.8,30.11
21.06,35.62
21.06,34.12
21.06,29.87
21.06,29.6
21.06,29.67
21.06,29.7
21.06,30.11
21.06,29.85
21.06,29.85
21.06,30.14
21.06,30.17
21.06,29.47
23.54,30.14
23.54,30.17
23.54,29.74
23.54,34.77
23.54,168.04
23.54,31.61
23.54,29.81
23.54,35.36
23.54,29.35
23.54,31.37
23.54,61.71
23.54,25.05
24.94,133.02
24.94,37.04
24.94,29.75
24.94,153.88
24.94,145.38
24.94,33.71
24.94,35.75
24.94,38.18
24.94,36.39
24.94,33.7
24.94,33.74
24.94,25.42
31.26,33.61
31.26,58.6
31.26,91.52
31.26,255.28
31.26,80.28
31.26,42.41
31.26,32.21
31.26,52.7
31.26,56.4
31.26,52.19
31.26,32.18
31.26,2.38
31.75,28.77
31.75,25.06
31.75,26.62
31.75,32.15
31.75,32.15
31.75,32.15
31.75,26.93
31.75,29.43
31.75,25.84
31.75,28.43
31.75,32.21
31.75,20.19
34.47,20.64
34.47,25.53
34.47,31.5
34.47,20.64
34.47,20.4
34.47,21.85
34.47,21.37
34.47,21.6
34.47,29.49
34.47,21.6
34.47,21.46
34.47,26.77
31.53,150.35
31.53,33.07
31.53,41.42
31.53,37.7
31.53,37.73
31.53,34.32
31.53,37.7
31.53,40.97
31.53,41.31
31.53,38.04
31.53,32.32
31.53,34.37
31.39,34.08
31.39,34.19
31.39,34.25
31.39,34.13
31.39,34.33
31.39,43.98
31.39,53.11
31.39,44.49
31.39,144.15
31.39,60.33
31.39,138.29
31.39,54.84
30.36,52.36
30.36,54.97
30.36,44.77
30.36,34.67
30.36,34.17
30.36,35.95
30.36,44.89
30.36,44.85
30.36,34.82
30.36,34.61
30.36,48.74
30.36,33.2
28.96,31.8
28.96,31.16
28.96,27.81
28.96,27.81
28.96,27.9
28.96,27.9
28.96,28.42
28.96,28.63
28.96,30.92
28.96,31.17
28.96,31.84
28.96,29.94
28.6,29.72
28.6,29.81
28.6,29.09
28.6,28.66
28.6,28.12
28.6,26.41
28.6,26.5
28.6,27.16
28.6,27.9
28.6,28.12
28.6,27.9
28.6,29.82
27.67,29.92
27.67,30.43
27.67,30.31
27.67,30.31
27.67,30.27
27.67,29.89
27.67,30.26
27.67,30.45
27.67,29.39
27.67,27.78
27.67,27.78
27.67,29.06
29.7,29
29.7,28.88
29.7,28.11
29.7,28.43
29.7,28.94
29.7,27.91
29.7,28.45
29.7,28.46
29.7,28.11
29.7,28.46
29.7,29
29.7,20.6
30.88,21.47
30.88,21.92
30.88,21.49
30.88,21.47
30.88,22.03
30.88,23.71
30.88,23.73
30.88,23.76
30.88,23.8
30.88,25.89
30.88,27.65
30.88,23.91
37.84,24.43
37.84,25.87
37.84,24.41
37.84,27.11
37.84,27.22
37.84,27.28
37.84,27.78
37.84,28.63
37.84,29.8
37.84,30.49
37.84,30.5
37.84,27.16
45.2,34.2
45.2,35.89
45.2,34.2
45.2,35.2
45.2,35.2
45.2,33.88
45.2,30.95
45.2,31.16
45.2,32.17
45.2,34.86
45.2,33.2
45.2,30.6
41.48,30.96
41.48,30.96
41.48,46.87
41.48,51.93
41.48,51.93
41.48,295.07
41.48,184.24
41.48,43.45
41.48,42.85
41.48,30.48
41.48,30.32
41.48,35.1
35.69,35.01
35.69,34
35.69,34.75
35.69,36.02
35.69,35.2
35.69,36.24
35.69,45.26
35.69,35.24
35.69,34.69
35.69,31.96
35.69,31.67
35.69,33.53
31.68,33.5
31.68,33.18
31.68,33.04
31.68,32.88
31.68,31.49
31.68,32
31.68,32.75
31.68,32.67
31.68,32.7
31.68,48.78
31.68,236.58
31.68,55.79
30.96,30.8
30.96,33.31
30.96,38.44
30.96,50.84
30.96,50.84
30.96,31.03
30.96,31.03
30.96,30.4
30.96,25.96
30.96,27.31
30.96,20.52
30.96,38.57
28.43,38.51
28.43,29.13
28.43,145.36
28.43,53.14
28.43,52.87
28.43,52.87
28.43,53
28.43,32.22
28.43,331.86
28.43,94.22
28.43,93.96
28.43,30.93
32.85,31.93
32.85,34.96
32.85,33.2
32.85,32.26
32.85,40.08
32.85,39.79
32.85,33.54
32.85,33.05
32.85,32.2
32.85,32.12
32.85,33.9
32.85,33.16
31.4,31.87
31.4,30.96
31.4,35.21
31.4,34.96
31.4,34.99
31.4,33.98
31.4,32.17
31.4,32.17
31.4,32.2
31.4,32.82
31.4,32.94
31.4,32.2
30.76,32.34
30.76,32.2
30.76,32.24
30.76,31.31
30.76,31.15
30.76,31.15
30.76,31.15
30.76,31.12
30.76,31.12
30.76,31.89
30.76,31.34
30.76,29.86
30.64,29.89
30.64,31.11
30.64,30.52
30.64,31.13
30.64,30.89
30.64,30.89
30.64,30.59
30.64,31.13
30.64,31.2
30.64,31.1
30.64,31.05
30.64,31.94
30.94,32.94
30.94,35.18
30.94,32.2
30.94,32.35
30.94,32.35
30.94,32.28
30.94,32.86
30.94,32.25
30.94,29.92
30.94,31.95
30.94,32.05
30.94,31.12
32.92,31.76
32.92,31.54
32.92,31.48
32.92,32.2
32.92,32.94
32.92,32.5
32.92,36.25
32.92,39.06
32.92,33
32.92,33.64
32.92,35.68
32.92,33.21
42.65,40.75
42.65,41.96
42.65,36.2
42.65,38.25
42.65,39.57
42.65,39.61
42.65,39.85
42.65,40.79
42.65,44.87
42.65,40.31
42.65,38.68
42.65,36.22
43.12,40.75
43.12,39.25
43.12,38.29
43.12,39.22
43.12,48.19
43.12,53.15
43.12,53.2
43.12,53.85
43.12,53.15
43.12,53.1
43.12,51.8
43.12,52.13
42.47,27.63
42.47,32.53
42.47,28.25
42.47,28.16
42.47,27.36
42.47,33.25
42.47,33.19
42.47,33.16
42.47,43.22
42.47,33.96
42.47,33.15
42.47,234.34
37.69,43.29
37.69,32.52
37.69,32.2
37.69,25.39
37.69,25.39
37.69,25.37
37.69,25.34
37.69,23
37.69,27.16
37.69,29.16
37.69,28.14
37.69,33.43
37.62,31.01
37.62,31.19
37.62,31.51
37.62,32.66
37.62,31.11
37.62,33.4
37.62,33.43
37.62,33.4
37.62,33.4
37.62,34.05
37.62,33.45
37.62,30.98
35.41,30.4
35.41,30.37
35.41,30.81
35.41,34.13
35.41,60.22
35.41,38.81
35.41,51.16
35.41,33.32
35.41,24.05
35.41,21.89
35.41,21.59
35.41,24.09
34.1,23.5
34.1,24.16
34.1,29.76
34.1,30.39
34.1,30.34
34.1,25.02
34.1,24.2
34.1,24.95
34.1,25.02
34.1,25.01
34.1,27.34
34.1,22.42
34.48,21.32
34.48,21.32
34.48,22.19
34.48,22.38
34.48,22.27
34.48,22.14
34.48,21.28
34.48,21.88
34.48,21.9
34.48,21.95
34.48,21.95
34.48,21.96
34.07,21.96
34.07,22.04
34.07,22.46
34.07,22.69
34.07,22.67
34.07,22.78
34.07,22.64
34.07,22.68
34.07,23.68
34.07,22.73
34.07,22.69
34.07,27.25
35.08,25.03
35.08,24.89
35.08,24.94
35.08,27.25
35.08,27.2
35.08,25.06
35.08,27.2
35.08,27.22
35.08,25.64
35.08,27.36
35.08,27.11
35.08,25.17
36.48,27.32
36.48,27.21
36.48,25.15
36.48,25.09
36.48,25.15
36.48,25.32
36.48,27.54
36.48,27.46
36.48,27.51
36.48,27.59
36.48,29.95
36.48,24.89
42,27.56
42,34.59
42,33.54
42,33.51
42,34.59
42,34.45
42,34.98
42,38.02
42,34.52
42,37.96
42,40.86
42,38.48
49.9,40.82
49.9,42.72
49.9,55.69
49.9,55.69
49.9,49.19
49.9,43.8
49.9,42.8
49.9,42.8
49.9,42.7
49.9,42.74
49.9,42.7
49.9,42.85
44.2,40.85
44.2,40.82
44.2,43.02
44.2,40.85
44.2,40.82
44.2,43.06
44.2,43.02
44.2,42.98
44.2,42.94
44.2,42.96
44.2,41.83
44.2,41.48
40.22,40.78
40.22,38.82
40.22,41.43
40.22,35.24
40.22,34.68
40.22,58.22
40.22,58.09
40.22,41.44
40.22,45.12
40.22,45.28
40.22,39.88
40.22,41.55
37.08,38.77
37.08,37.06
37.08,36.12
37.08,35.54
37.08,35.48
37.08,35.21
37.08,34.39
37.08,34.39
37.08,34.39
37.08,35.45
37.08,116.91
37.08,35.14
36.94,34.98
36.94,34.95
36.94,34.91
36.94,34.92
36.94,34.91
36.94,34.91
36.94,29.46
36.94,27.95
36.94,29.44
36.94,32.72
36.94,34.12
36.94,32.59
33.46,28.65
33.46,28.57
33.46,31.14
33.46,30.7
33.46,28.52
33.46,28.37
33.46,28.43
33.46,25.61
33.46,34.92
33.46,32.31
33.46,32.19
33.46,19.56
39.74,-10.9
39.74,0.29
39.74,26.09
39.74,20.84
39.74,20.69
39.74,24.68
39.74,24.68
39.74,21.79
39.74,26.25
39.74,25.62
39.74,25
39.74,27.28
33.63,26.14
33.63,26.12
33.63,26.33
33.63,26.41
33.63,26.25
33.63,26.12
33.63,25.62
33.63,25.29
33.63,25.29
33.63,24.68
33.63,26.49
33.63,18.35
32.95,24.99
32.95,24.99
32.95,26.21
32.95,26.14
32.95,26.12
32.95,26.12
32.95,26.12
32.95,25.29
32.95,24.68
32.95,22.09
32.95,22.03
32.95,22.2
32.91,34.8
32.91,34.93
32.91,34.79
32.91,28.63
32.91,28.63
32.91,26.12
32.91,23.1
32.91,24.68
32.91,24.99
32.91,24.96
32.91,25.74
32.91,18.59
36.16,22.1
36.16,22.14
36.16,22.06
36.16,22.1
36.16,23.01
36.16,22.12
36.16,24.68
36.16,24.99
36.16,24.99
36.16,28.66
36.16,28.49
36.16,23.27
39.74,23.39
39.74,23.42
39.74,26.81
39.74,26.81
39.74,26.82
39.74,26.82
39.74,26.82
39.74,36.11
39.74,26.82
39.74,35.86
39.74,35.87
39.74,22.05
55.47,36.73
55.47,44.04
55.47,39.89
55.47,39.93
55.47,40.09
55.47,39.96
55.47,40.21
55.47,41.59
55.47,44.07
55.47,39.93
55.47,39.93
55.47,39.89
54.99,39.93
54.99,38.1
54.99,36.7
54.99,39.92
54.99,39.93
54.99,39.96
54.99,39.96
54.99,39.92
54.99,39.89
54.99,36.73
54.99,34.55
54.99,40.49
49.81,33.19
49.81,32.96
49.81,32.05
49.81,35.51
49.81,38.92
49.81,34.55
49.81,32.41
49.81,32.01
49.81,30.41
49.81,25.85
49.81,27.64
49.81,26.12
48.96,0.04
48.96,0.05
48.96,18.87
48.96,22.18
48.96,25.52
48.96,25.6
48.96,30.3
48.96,30.1
48.96,29.29
48.96,29.31
48.96,29.29
48.96,22.93
48.58,19.4
48.58,31.36
48.58,30.56
48.58,29.47
48.58,26.73
48.58,30.39
48.58,30.42
48.58,28.24
48.58,32.82
48.58,33.53
48.58,32.82
48.58,34.24
47.23,34.91
47.23,34.29
47.23,34.37
47.23,34.27
47.23,34.9
47.23,41.59
47.23,41.13
47.23,41.01
47.23,35.4
47.23,35.33
47.23,51.3
47.23,78.49
47.79,50.86
47.79,47.2
47.79,46.04
47.79,46.49
47.79,34.84
47.79,34.87
47.79,34.87
47.79,45.18
47.79,34.85
47.79,33.51
47.79,34.88
47.79,27.01
46.8,31.38
46.8,31.45
46.8,33.32
46.8,34.21
46.8,33.53
46.8,33.39
46.8,33.25
46.8,32.44
46.8,27.93
46.8,33.46
46.8,27.38
46.8,41
41.53,41.38
41.53,41.13
41.53,41.33
41.53,41.33
41.53,41.29
41.53,41.29
41.53,41.41
41.53,41.29
41.53,41.24
41.53,41.37
41.53,41.66
41.53,36.78
42.92,33.41
42.92,36.09
42.92,34.1
42.92,34.1
42.92,34.73
42.92,34.8
42.92,35.77
42.92,36.02
42.92,43.16
42.92,43.66
42.92,39.2
42.92,32.83
48.38,34.55
48.38,34.94
48.38,41.38
48.38,43.49
48.38,43.35
48.38,43.4
48.38,44.05
48.38,44.73
48.38,44.32
48.38,46.36
48.38,46.36
48.38,45.05
53.46,65.36
53.46,55.01
53.46,46.58
53.46,47.1
53.46,46.79
53.46,46.87
53.46,46.27
53.46,46.79
53.46,46.87
53.46,51.45
53.46,52.29
53.46,52.11
59.68,48.38
59.68,52.01
59.68,51.85
59.68,52.65
59.68,54.1
59.68,54.05
59.68,54.05
59.68,52.65
59.68,47.78
59.68,47.87
59.68,47.96
59.68,47.28
51.1,45.78
51.1,45.37
51.1,46.27
51.1,46.17
51.1,46.09
51.1,46.37
51.1,47.42
51.1,47.1
51.1,46.21
51.1,45.26
51.1,42.08
51.1,47.3
48.53,47.14
48.53,45.87
48.53,45.09
48.53,44.32
48.53,43.58
48.53,45.61
48.53,44.05
48.53,40.6
48.53,45.87
48.53,44.36
48.53,43.77
48.53,43.61
44.28,42.11
44.28,42.07
44.28,41.95
44.28,41.23
44.28,35.82
44.28,35.74
44.28,35.78
44.28,35.3
44.28,43.21
44.28,301.7
44.28,187.59
44.28,35.18
44.3,39.49
44.3,40.21
44.3,43.31
44.3,34.84
44.3,33.48
44.3,40.08
44.3,43.5
44.3,39.13
44.3,42.53
44.3,35.03
44.3,37.22
44.3,38.74
41.53,36.23
41.53,34.84
41.53,33.2
41.53,33.06
41.53,31.08
41.53,31.41
41.53,31.09
41.53,30.93
41.53,33.09
41.53,34.91
41.53,34.88
41.53,42.11
35.85,38.07
35.85,50.11
35.85,45.1
35.85,40.06
35.85,42.09
35.85,38.06
35.85,33.94
35.85,31.06
35.85,31.06
35.85,32.17
35.85,33.6
35.85,33.7
33.93,35.56
33.93,33.83
33.93,33.08
33.93,32.88
33.93,35.06
33.93,32.88
33.93,32.91
33.93,32.72
33.93,32.3
33.93,31.03
33.93,33.76
33.93,40.04
34.95,42.06
34.95,54.83
34.95,74.74
34.95,55.3
34.95,58.01
34.95,44.97
34.95,56.38
34.95,44.97
34.95,44.42
34.95,45.09
34.95,44.43
34.95,44.4
34.61,45.03
34.61,56.42
34.61,44.93
34.61,44.42
34.61,56.42
34.61,57.38
34.61,57.39
34.61,72.11
34.61,63.23
34.61,71.35
34.61,71.25
34.61,44.91
34.58,42.03
34.58,37.5
34.58,27.68
34.58,27.82
34.58,28.45
34.58,28.45
34.58,28.42
34.58,31.05
34.58,37.48
34.58,37.47
34.58,37.51
34.58,35.03
34.96,37.56
34.96,37.56
34.96,38.07
34.96,39.3
34.96,39.69
34.96,39.24
34.96,39.51
34.96,39.63
34.96,39.08
34.96,37.6
34.96,37.59
34.96,28.98
51.75,37.56
51.75,35.06
51.75,34.59
51.75,37.94
51.75,37.94
51.75,41.68
51.75,45.49
51.75,45.73
51.75,45.5
51.75,65.09
51.75,111.12
51.75,65.1
46.62,65.33
46.62,67.61
46.62,107.21
46.62,153.29
46.62,275.95
46.62,133.64
46.62,112.22
46.62,133.64
46.62,89.32
46.62,78.49
46.62,78.4
46.62,76.27
50.2,69.22
50.2,74.65
50.2,78.34
50.2,78.4
50.2,78.4
50.2,76.41
50.2,68.1
50.2,67.68
50.2,67.61
50.2,67.67
50.2,65.51
50.2,42.08
45.56,37.62
45.56,40.06
45.56,38.07
45.56,37.55
45.56,37.52
45.56,37.52
45.56,37.55
45.56,37.55
45.56,38.22
45.56,38.94
45.56,37.55
45.56,36.58
46.26,36.52
46.26,33.06
46.26,36.54
46.26,34.87
46.26,32.88
46.26,34.89
46.26,33.59
46.26,32.56
46.26,32.74
46.26,33
46.26,32.56
46.26,35.1
42.7,36.59
42.7,32.88
42.7,34.59
42.7,35.93
42.7,34.56
42.7,36.62
42.7,35.85
42.7,34.71
42.7,34.48
42.7,32.56
42.7,32.56
42.7,68.47
36.51,41.66
36.51,41.82
36.51,38.35
36.51,36.53
36.51,36.09
36.51,36.16
36.51,62.53
36.51,55.5
36.51,38.4
36.51,38.24
36.51,41.32
36.51,41.36
37.24,41.41
37.24,41.45
37.24,41.71
37.24,63.58
37.24,55.62
37.24,36.02
37.24,35.98
37.24,36.09
37.24,46.11
37.24,35.91
37.24,35.03
37.24,35.53
35.09,64.02
35.09,45.65
35.09,45.56
35.09,35.68
35.09,34.83
35.09,62.54
35.09,55.74
35.09,64.04
35.09,55.76
35.09,41.41
35.09,41.34
35.09,37.53
35.94,33.1
35.94,34.53
35.94,35.53
35.94,45.52
35.94,46.01
35.94,36.01
35.94,41.22
35.94,36.57
35.94,64.54
35.94,36.72
35.94,63.3
35.94,36.57
39.43,36.5
39.43,36.53
39.43,66.93
39.43,66.93
39.43,64.04
39.43,55.21
39.43,66.99
39.43,73.86
39.43,35.43
39.43,34.53
39.43,35.35
39.43,35.71
49.29,38.03
49.29,38
49.29,36.68
49.29,37.57
49.29,36.72
49.29,36.62
49.29,38.17
49.29,38.07
49.29,38.14
49.29,54.91
49.29,38.18
49.29,38.07
55.88,38
55.88,51.16
55.88,60.1
55.88,118.75
55.88,60.11
55.88,112.19
55.88,62.73
55.88,62.84
55.88,60.11
55.88,62.73
55.88,60.11
55.88,60.05
50.83,52.05
50.83,38.07
50.83,38.03
50.83,38.07
50.83,38.07
50.83,38.14
50.83,51.92
50.83,55.22
50.83,47.56
50.83,41.84
50.83,39.47
50.83,57.26
45.16,69.99
45.16,57.21
45.16,54.92
45.16,174.56
45.16,80.04
45.16,48.81
45.16,52.07
45.16,43.23
45.16,38.23
45.16,36.65
45.16,37.93
45.16,40.43
36.96,44.18
36.96,38.13
36.96,38.06
36.96,38
36.96,37.97
36.96,38.1
36.96,40.38
36.96,38.05
36.96,55.36
36.96,61.51
36.96,87.01
36.96,42.77
35.76,36.92
35.76,55.03
35.76,42.67
35.76,41.45
35.76,38.07
35.76,38.06
35.76,38.06
35.76,37.97
35.76,38.09
35.76,38.14
35.76,37.94
35.76,38.06
32.44,41.43
32.44,44.18
32.44,44.22
32.44,35.98
32.44,37.97
32.44,35.91
32.44,35.12
32.44,38
32.44,25.54
32.44,22.82
32.44,25.02
32.44,21.87
28.35,37.99
28.35,28.83
28.35,34.74
28.35,34.64
28.35,33.77
28.35,28.8
28.35,25.16
28.35,24.25
28.35,24.83
28.35,24.74
28.35,22.78
28.35,34.3
27.46,34.01
27.46,28.2
27.46,30.75
27.46,34.26
27.46,30.97
27.46,30.9
27.46,30.87
27.46,28.34
27.46,25.16
27.46,25.18
27.46,22.61
27.46,28.28
25.78,28.31
25.78,27.43
25.78,25.18
25.78,25.23
25.78,28.35
25.78,28.35
25.78,28.49
25.78,22.38
25.78,18.98
25.78,20.83
25.78,21.14
25.78,21.4
25.26,22.76
25.26,21.4
25.26,21.85
25.26,21.85
25.26,22.38
25.26,22.38
25.26,22.38
25.26,21.85
25.26,21.85
25.26,21.83
25.26,22.99
25.26,21.83
25.28,22.37
25.28,22.38
25.28,21.85
25.28,22.84
25.28,22.38
25.28,22.38
25.28,22.8
25.28,22.38
25.28,22.82
25.28,24.5
25.28,28.73
25.28,22.38
27.18,23.14
27.18,26.93
27.18,22.84
27.18,26.93
27.18,28.99
27.18,28.24
27.18,28.64
27.18,31
27.18,31
27.18,34.36
27.18,34.51
27.18,19.23
32.8,38.14
32.8,34.92
32.8,34.99
32.8,37.87
32.8,38.14
32.8,38.24
32.8,41.35
32.8,41.61
32.8,41.4
32.8,38.1
32.8,41.63
32.8,29.52
34.96,30.28
34.96,30.27
34.96,32.3
34.96,38.1
34.96,37.62
34.96,37.59
34.96,35.86
34.96,37.59
34.96,38.14
34.96,38.24
34.96,38.25
34.96,38.28
41.8,36.48
41.8,38.03
41.8,38.03
41.8,38.17
41.8,38.17
41.8,38.07
41.8,38.03
41.8,38.03
41.8,37.34
41.8,38.03
41.8,37.65
41.8,37.66
46.29,37.7
46.29,38.19
46.29,37.61
46.29,37.69
46.29,38.18
46.29,38.15
46.29,37.62
46.29,38.16
46.29,38.75
46.29,38.72
46.29,38.62
46.29,36.08
40.87,37.7
40.87,37.7
40.87,36.37
40.87,36.15
40.87,35.93
40.87,34.16
40.87,33.33
40.87,33.5
40.87,33.5
40.87,33.48
40.87,33.74
40.87,33.47
35.52,34.09
35.52,34.06
35.52,33.48
35.52,33.37
35.52,33.5
35.52,32.63
35.52,32.43
35.52,32.39
35.52,32.63
35.52,42.34
35.52,37
35.52,35.26
30.77,35.07
30.77,37.68
30.77,36.13
30.77,33.63
30.77,34.4
30.77,32.42
30.77,32.39
30.77,32.38
30.77,31.38
30.77,29.47
30.77,29.56
30.77,33.25
30.88,42.57
30.88,35.1
30.88,35.3
30.88,33.32
30.88,33.51
30.88,33.41
30.88,33.5
30.88,33.42
30.88,33.53
30.88,33.22
30.88,33.17
30.88,33.51
26.41,33.23
26.41,33.29
26.41,34.38
26.41,34.35
26.41,34.33
26.41,34.3
26.41,34.2
26.41,34.33
26.41,34.33
26.41,33.23
26.41,33.26
26.41,33.2
34.08,33.17
34.08,33.2
34.08,34.33
34.08,34.36
34.08,34.39
34.08,34.41
34.08,34.47
34.08,34.5
34.08,34.47
34.08,34.39
34.08,35.24
34.08,34.28
30.87,34.06
30.87,34.06
30.87,34.06
30.87,34.31
30.87,34.28
30.87,34.95
30.87,34.85
30.87,34.81
30.87,35.09
30.87,35.06
30.87,35.08
30.87,34.87
32.54,35.06
32.54,35.06
32.54,35.32
32.54,37.88
32.54,36.21
32.54,35.29
32.54,40.95
32.54,42.76
32.54,41.3
32.54,48.53
32.54,42.89
32.54,41.1
37.82,38.26
37.82,36.97
37.82,38.21
37.82,38.1
37.82,36.74
37.82,37.79
37.82,37.55
37.82,37.08
37.82,40.1
37.82,36.33
37.82,35.26
37.82,35.26
34.29,35.38
34.29,35.92
34.29,35.78
34.29,35.29
34.29,35.23
34.29,35.46
34.29,35.53
34.29,35.32
34.29,35.29
34.29,35.3
34.29,35.29
34.29,35.07
31.69,34.06
31.69,34.86
31.69,34.06
31.69,33.23
31.69,34.28
31.69,34.2
31.69,34.06
31.69,33.27
31.69,33.17
31.69,33.2
31.69,33.3
31.69,36.66
31.18,36.54
31.18,35.79
31.18,37.57
31.18,36.94
31.18,35.86
31.18,35.76
31.18,35.62
31.18,35.83
31.18,35.76
31.18,35.76
31.18,34.49
31.18,42.27
27.94,42.27
27.94,40.99
27.94,42.54
27.94,42.54
27.94,42.46
27.94,40.95
27.94,33.23
27.94,33.26
27.94,33.04
27.94,33.11
27.94,33.17
27.94,41.19
26.51,35.14
26.51,29.7
26.51,29.7
26.51,34.61
26.51,34.51
26.51,34.48
26.51,35.11
26.51,34.41
26.51,33.36
26.51,29.59
26.51,33.3
26.51,34.31
28.87,34.13
28.87,33.79
28.87,34
28.87,34.04
28.87,33.8
28.87,33.97
28.87,34.12
28.87,34.12
28.87,32.24
28.87,28.57
28.87,23.06
28.87,43.76
28.18,34.48
28.18,34.16
28.18,34.26
28.18,34.16
28.18,34.16
28.18,34.02
28.18,34.06
28.18,28.5
28.18,26.65
28.18,28.39
28.18,26.64
28.18,33.95
27.08,43.72
27.08,41.46
27.08,41.46
27.08,34.23
27.08,34.13
27.08,33.98
27.08,33.17
27.08,28.52
27.08,34.19
27.08,34.51
27.08,34.34
27.08,35.72
26.55,42.74
26.55,35.65
26.55,39.93
26.55,36.01
26.55,34.26
26.55,34.15
26.55,33.94
26.55,35.86
26.55,35.82
26.55,34.79
26.55,34.04
26.55,34.04
26.54,41.38
26.54,43.24
26.54,42.07
26.54,42.07
26.54,41.99
26.54,41.99
26.54,42.08
26.54,43.72
26.54,43.44
26.54,42.75
26.54,43.72
26.54,22.68
27.37,36.99
27.37,40.82
27.37,40.82
27.37,41.42
27.37,40.82
27.37,40.79
27.37,41.45
27.37,40.82
27.37,40.79
27.37,40.78
27.37,43.72
27.37,25.28
30.17,26.38
30.17,29.12
30.17,24.78
30.17,31.56
30.17,35.62
30.17,41.42
30.17,43.8
30.17,43.8
30.17,43.72
30.17,43.15
30.17,33.6
30.17,28.04
30.2,41.38
30.2,31.56
30.2,31.59
30.2,33.6
30.2,36.09
30.2,36.73
30.2,36.92
30.2,36.89
30.2,43.88
30.2,43.84
30.2,43.8
30.2,28.12
31.28,38.01
31.28,35.43
31.28,34.13
31.28,33
31.28,35.29
31.28,37.42
31.28,37.53
31.28,37.8
31.28,38.95
31.28,37.84
31.28,41.49
31.28,37.44
32.13,42.1
32.13,43.97
32.13,38.69
32.13,33.64
32.13,38.76
32.13,32.97
32.13,30.98
32.13,32.97
32.13,34.7
32.13,39
32.13,35.26
32.13,36.04
31.66,38.64
31.66,38.49
31.66,37.15
31.66,36.01
31.66,36.04
31.66,34.78
31.66,34.64
31.66,34.71
31.66,34.71
31.66,34.17
31.66,34.78
31.66,35.26
31.1,34.96
31.1,35.23
31.1,37.52
31.1,38.16
31.1,38.17
31.1,38.17
31.1,38.17
31.1,37.69
31.1,36.64
31.1,34.57
31.1,37.1
31.1,38.1
30.31,37.64
30.31,37.63
30.31,37.49
30.31,37.49
30.31,37.49
30.31,37.63
30.31,37.63
30.31,37.49
30.31,37.31
30.31,37.31
30.31,37.02
30.31,37.49
30.13,36.76
30.13,36.45
30.13,36.21
30.13,36.2
30.13,36.21
30.13,36.28
30.13,36.89
30.13,36.79
30.13,36.24
30.13,36.21
30.13,36.21
30.13,36.18
28.91,36.17
28.91,36.17
28.91,36.17
28.91,36.14
28.91,35.26
28.91,32.75
28.91,34.74
28.91,34.74
28.91,34.74
28.91,34.46
28.91,32.73
28.91,34.5
29.05,34.43
29.05,32.73
29.05,34.36
29.05,34.43
29.05,29.04
29.05,32.69
29.05,28.98
29.05,32.72
29.05,28.95
29.05,28.94
29.05,32.13
29.05,28.79
29.36,28.82
29.36,28.76
29.36,28.91
29.36,33.9
29.36,29.85
29.36,34.03
29.36,34.03
29.36,34.14
29.36,34.03
29.36,34.17
29.36,29.1
29.36,30.34
31.22,33.99
31.22,31.06
31.22,34.52
31.22,34.74
31.22,35.26
31.22,35.78
31.22,36.24
31.22,33.83
31.22,35.23
31.22,35.78
31.22,36.24
31.22,36.25
34.63,36.31
34.63,36.37
34.63,37.09
34.63,37.28
34.63,37.28
34.63,37.06
34.63,37
34.63,36.91
34.63,36.93
34.63,36.64
34.63,36.85
34.63,37.1
32.58,37.09
32.58,37.1
32.58,36.99
32.58,36.69
32.58,36.23
32.58,35.57
32.58,32.95
32.58,32.89
32.58,32.87
32.58,33.12
32.58,35.65
32.58,35.57
31.26,35.78
31.26,35.78
31.26,36.02
31.26,35.82
31.26,35.6
31.26,35.21
31.26,32.59
31.26,31.32
31.26,31.32
31.26,35.03
31.26,35.4
31.26,34.83
30.16,36.17
30.16,36.2
30.16,36.15
30.16,35.26
30.16,34.84
30.16,34.77
30.16,34.52
30.16,34.49
30.16,34.68
30.16,34.74
30.16,34.82
30.16,36.28
28.89,36.36
28.89,36.31
28.89,41.55
28.89,41.4
28.89,36.18
28.89,36.18
28.89,36.14
28.89,35.55
28.89,36.08
28.89,36.25
28.89,36.29
28.89,36.21
25.88,32.16
25.88,36.21
25.88,36.32
25.88,36.25
25.88,34.01
25.88,33.91
25.88,31.81
25.88,31.31
25.88,31.28
25.88,35.75
25.88,35.77
25.88,31.81
29.27,38.84
29.27,39
29.27,37.96
29.27,31.17
29.27,31.2
29.27,31.26
