,loss,c1,c2,E1,E2,eta
0,0.008221741284028784,10.09999942779541,10.099998474121094,0.9000005722045898,-1.0999995470046997,0.800000011920929
1,0.0048102405946509495,10.17834186553955,10.169327735900879,0.8031516075134277,-1.0921032428741455,0.800000011920929
2,0.004774491269312888,10.248246192932129,10.223759651184082,0.7730851769447327,-1.058436632156372,0.800000011920929
3,0.004653896189854652,10.313653945922852,10.26804256439209,0.7171079516410828,-1.0231412649154663,0.800000011920929
4,0.004615072115977238,10.376335144042969,10.304309844970703,0.6801122426986694,-1.0189387798309326,0.800000011920929
5,0.004658383629096834,10.437228202819824,10.335053443908691,0.68136066198349,-1.0419460535049438,0.800000011920929
6,0.004595418746492962,10.496885299682617,10.361330032348633,0.7053595185279846,-1.077147126197815,0.800000011920929
7,0.004509715678708383,10.558238983154297,10.389887809753418,0.731002151966095,-1.12539803981781,0.800000011920929
8,0.004457819449882187,10.620277404785156,10.41868782043457,0.7402793169021606,-1.1632194519042969,0.800000011920929
9,0.004485419849820805,10.682293891906738,10.446405410766602,0.7352273464202881,-1.1786692142486572,0.800000011920929
10,0.004386450195010702,10.755453109741211,10.490983009338379,0.719011127948761,-1.193704605102539,0.800000011920929
11,0.004264307982616177,10.835445404052734,10.543182373046875,0.6974062323570251,-1.1993350982666016,0.800000011920929
12,0.004161153625628304,10.919561386108398,10.598747253417969,0.6773155331611633,-1.1917433738708496,0.800000011920929
13,0.004064627513866738,11.005982398986816,10.65491008758545,0.6607909798622131,-1.1695473194122314,0.800000011920929
14,0.003971114268489533,11.092543601989746,10.710551261901855,0.6566398739814758,-1.1415034532546997,0.800000011920929
15,0.003903886816921536,11.179091453552246,10.765373229980469,0.6676971316337585,-1.1180938482284546,0.800000011920929
16,0.0038419348148305645,11.265349388122559,10.818857192993164,0.690179705619812,-1.10458242893219,0.800000011920929
17,0.003778023720019172,11.350748062133789,10.869718551635742,0.7166231274604797,-1.1001877784729004,0.800000011920929
18,0.0037313236972445693,11.434450149536133,10.916240692138672,0.7377570867538452,-1.1003419160842896,0.800000011920929
19,0.0037065276285762434,11.516240119934082,10.960244178771973,0.7461594939231873,-1.0995924472808838,0.800000011920929
20,0.0036854220120167164,11.595070838928223,10.999359130859375,0.7405168414115906,-1.0943022966384888,0.800000011920929
21,0.0036544360425823253,11.670204162597656,11.032028198242188,0.7250731587409973,-1.084574580192566,0.800000011920929
22,0.003615190587438964,11.752350807189941,11.076813697814941,0.7069635391235352,-1.0963083505630493,0.800000011920929
23,0.003448509947107354,11.842265129089355,11.136398315429688,0.7115455865859985,-1.1316196918487549,0.800000011920929
24,0.003207171598415379,11.936095237731934,11.201473236083984,0.7300706505775452,-1.1702665090560913,0.800000011920929
25,0.003037393102811944,12.030714988708496,11.267334938049316,0.7590190768241882,-1.206978440284729,0.800000011920929
26,0.0029884126258184086,12.12222957611084,11.328597068786621,0.790171205997467,-1.2223007678985596,0.800000011920929
27,0.0029913182522813544,12.20859146118164,11.381656646728516,0.8205338716506958,-1.2118430137634277,0.800000011920929
28,0.0029152137053256736,12.28887939453125,11.424753189086914,0.856884241104126,-1.1806946992874146,0.800000011920929
29,0.0027730253707885684,12.364070892333984,11.459397315979004,0.8966723084449768,-1.1378732919692993,0.800000011920929
30,0.0026553946467426774,12.43544864654541,11.4871187210083,0.9375739097595215,-1.0926556587219238,0.800000011920929
31,0.0025979653189944244,12.50290584564209,11.505032539367676,0.9773727059364319,-1.0449891090393066,0.800000011920929
32,0.002561190058701195,12.568254470825195,11.517110824584961,1.0140948295593262,-1.0051946640014648,0.800000011920929
33,0.0025970919191725113,12.63292121887207,11.526326179504395,1.0459104776382446,-0.9829480051994324,0.800000011920929
